분류업종,세부업종,성별,전공,경력,경력연관성,경력직종,매출액
4,62,1,1,1,5,4,150
4,62,1,1,1,5,5,45
4,62,1,1,1,5,5,50
4,62,1,1,1,5,5,80
4,62,1,1,10,,,28
4,62,1,1,2,4,2,10
4,62,1,1,2,4,5,40
4,62,1,1,2,5,2,10
4,62,1,1,2,5,2,120
4,62,1,1,2,5,2,30
4,62,1,1,2,5,2,40
4,62,1,1,3,3,5,32
4,62,1,1,4,2,1,30
4,62,1,1,4,2,1,64
4,62,1,1,4,5,1,100
4,62,1,1,4,5,1,45
4,62,1,1,4,5,1,55
4,62,1,1,5,5,,50
4,62,1,1,7,,,15
4,62,1,1,7,,,50
4,62,1,2,1,4,2,150
4,62,1,2,1,4,5,30
4,62,1,2,1,5,5,45
4,62,1,2,1,5,5,60
4,62,1,2,10,,,10
4,62,1,3,1,1,3,1
4,62,1,3,1,1,5,100
4,62,1,3,1,1,5,80
4,62,1,3,1,3,5,100
4,62,1,3,1,5,1,35
4,62,1,3,1,5,2,50
4,62,1,3,4,5,1,28
4,62,1,3,7,,,100
4,62,1,4,1,2,5,30
4,62,1,4,1,4,1,10
4,62,1,4,1,4,4,5
4,62,1,4,1,5,1,30
4,62,1,4,1,5,2,0
4,62,1,4,1,5,5,100
4,62,1,4,1,5,5,70
4,62,1,4,7,,,70
4,62,1,5,1,4,2,10
4,62,1,5,1,4,5,50
4,62,1,5,1,5,5,80
4,62,1,5,10,,,18
4,62,1,5,4,5,1,0
4,62,1,5,7,,,10
4,62,1,6,7,,,90
4,62,2,1,1,4,5,10
4,62,2,2,1,4,5,0
4,62,2,4,1,2,4,10
4,62,2,4,3,5,5,36
4,62,2,4,4,2,1,18
4,62,2,5,1,4,5,10
4,62,2,5,1,5,2,30
4,62,2,5,1,5,2,70
4,62,2,5,8,,,30
4,63,1,,1,5,5,50
4,63,1,,11,,,12
4,63,1,,3,3,5,50
4,63,1,,4,1,1,10
4,63,1,,4,2,1,15
4,63,1,,4,2,1,20
4,63,1,,4,5,1,3
4,63,1,,4,5,1,35
4,63,1,1,1,4,5,0
4,63,1,1,1,4,5,16
4,63,1,1,1,4,5,3
4,63,1,1,1,5,1,75
4,63,1,1,1,5,2,75
4,63,1,1,1,5,5,15
4,63,1,1,1,5,5,20
4,63,1,1,2,4,2,92
4,63,1,1,4,1,1,5
4,63,1,1,4,1,5,10
4,63,1,1,4,2,1,45
4,63,1,1,4,4,1,0
4,63,1,1,4,4,5,15
4,63,1,1,4,5,1,10
4,63,1,1,7,,,10
4,63,1,1,7,,,40
4,63,1,2,1,5,5,30
4,63,1,2,11,,,10
4,63,1,2,2,2,3,0
4,63,1,2,4,2,1,0
4,63,1,2,4,4,1,15
4,63,1,2,4,5,1,5
4,63,1,2,7,,,10
4,63,1,3,1,1,5,20
4,63,1,3,1,4,5,200
4,63,1,3,1,5,1,150
4,63,1,3,1,5,3,0
4,63,1,3,1,5,3,130
4,63,1,3,1,5,5,100
4,63,1,3,10,,,10
4,63,1,3,2,4,2,15
4,63,1,3,2,4,5,40
4,63,1,3,3,3,5,50
4,63,1,3,4,1,1,3
4,63,1,4,1,1,5,50
4,63,1,4,1,2,5,40
4,63,1,4,1,4,2,30
4,63,1,4,1,4,5,15
4,63,1,4,1,4,5,150
4,63,1,4,1,5,1,100
4,63,1,4,1,5,5,25
4,63,1,4,11,,,40
4,63,1,4,2,1,5,36
4,63,1,4,2,3,1,0
4,63,1,4,2,3,5,3
4,63,1,4,2,4,1,50
4,63,1,4,3,1,5,30
4,63,1,4,4,1,1,100
4,63,1,4,4,1,1,18
4,63,1,4,4,1,1,50
4,63,1,4,4,2,1,0
4,63,1,4,4,2,1,18
4,63,1,4,4,4,1,10
4,63,1,4,4,4,5,25
4,63,1,4,5,3,,35
4,63,1,5,1,4,5,5
4,63,1,5,3,5,2,10
4,63,1,5,4,4,1,10
4,63,2,,5,4,,65
4,63,2,1,5,5,,3
4,63,2,3,1,4,2,35
4,63,2,4,1,4,5,15
4,63,2,4,2,5,2,15
4,63,2,4,3,4,2,0.8
4,63,2,4,4,3,1,10
4,63,2,4,4,4,1,3
4,63,2,5,1,5,2,170
5,66,1,,1,1,4,15
5,66,1,,1,1,4,300
5,66,1,,1,1,5,20
5,66,1,,1,1,5,25
5,66,1,,1,2,3,3
5,66,1,,1,2,5,30
5,66,1,,1,2,5,300
5,66,1,,1,3,3,300
5,66,1,,1,3,5,25
5,66,1,,1,4,3,130
5,66,1,,1,4,3,40
5,66,1,,1,4,3,40
5,66,1,,1,4,3,70
5,66,1,,1,4,5,100
5,66,1,,1,5,3,45
5,66,1,,1,5,3,50
5,66,1,,1,5,3,50
5,66,1,,1,5,3,50
5,66,1,,1,5,3,60
5,66,1,,1,5,5,100
5,66,1,,1,5,5,200
5,66,1,,1,5,5,25
5,66,1,,1,5,5,40
5,66,1,,1,5,5,80
5,66,1,,10,,,100
5,66,1,,10,,,15
5,66,1,,2,5,1,200
5,66,1,,4,1,1,18
5,66,1,,4,1,1,19
5,66,1,,4,1,1,40
5,66,1,,4,4,1,25
5,66,1,,4,5,1,30
5,66,1,,4,5,1,70
5,66,1,,5,1,,150
5,66,1,1,1,1,3,135
5,66,1,1,1,4,5,200
5,66,1,1,10,,,0
5,66,1,1,2,1,3,60
5,66,1,1,2,4,3,100
5,66,1,1,4,1,1,150
5,66,1,1,4,2,1,200
5,66,1,1,4,2,1,25
5,66,1,2,1,1,5,25
5,66,1,2,2,4,3,900
5,66,1,2,2,4,5,80
5,66,1,2,4,1,1,15
5,66,1,3,1,1,3,0
5,66,1,3,1,1,3,300
5,66,1,3,1,1,5,200
5,66,1,3,1,1,5,30
5,66,1,3,1,2,5,50
5,66,1,3,1,4,3,100
5,66,1,3,1,4,3,120
5,66,1,3,1,4,5,150
5,66,1,3,1,4,5,300
5,66,1,3,1,4,5,50
5,66,1,3,1,5,3,50
5,66,1,3,10,,,2000
5,66,1,3,2,4,1,200
5,66,1,3,2,5,1,500
5,66,1,3,2,5,1,60
5,66,1,3,2,5,5,250
5,66,1,3,2,5,5,300
5,66,1,3,4,5,1,75
5,66,1,3,5,5,,65
5,66,1,4,1,1,3,50
5,66,1,4,1,3,3,50
5,66,1,4,1,4,5,45
5,66,1,4,1,5,3,50
5,66,1,4,1,5,3,80
5,66,1,4,1,5,5,30
5,66,1,4,1,5,5,450
5,66,1,4,2,2,5,10
5,66,1,4,2,4,5,250
5,66,1,4,4,1,3,300
5,66,1,4,4,3,1,80
5,66,1,4,4,5,1,500
5,66,1,4,5,3,,200
5,66,1,4,5,4,,1000
5,66,1,5,1,2,5,1000
5,66,1,6,1,1,5,50
5,66,2,,1,2,4,18
5,66,2,,1,4,5,48
5,66,2,,1,4,5,50
5,66,2,,1,4,5,50
5,66,2,,1,5,5,12
5,66,2,,11,,,20
5,66,2,,4,1,1,24
5,66,2,,4,2,1,20
5,66,2,,4,4,5,500
5,66,2,,8,,,100
5,66,2,,8,,,130
5,66,2,,8,,,15
5,66,2,,8,,,150
5,66,2,,8,,,152
5,66,2,,8,,,20
5,66,2,,8,,,250
5,66,2,,8,,,29
5,66,2,,8,,,30
5,66,2,,8,,,300
5,66,2,,8,,,35
5,66,2,,8,,,40
5,66,2,,8,,,480
5,66,2,,8,,,70
5,66,2,1,1,1,5,100
5,66,2,1,1,1,5,130
5,66,2,3,1,5,5,40
5,66,2,4,1,2,5,15
5,66,2,4,1,4,5,300
5,66,2,4,1,5,5,200
5,66,2,4,5,1,,25
5,66,2,4,8,,,150
5,66,2,4,8,,,20
5,66,2,4,8,,,500
5,66,2,4,9,,,90
5,66,2,5,8,,,50
5,66,2,6,1,1,5,30
5,66,2,6,8,,,150
6,70,1,,1,3,4,0
6,70,1,,1,4,4,5
6,70,1,,1,5,2,0
6,70,1,,1,5,4,70
6,70,1,,1,5,5,650
6,70,1,,10,,,0
6,70,1,,2,2,4,15
6,70,1,,3,5,2,400
6,70,1,,4,4,1,3
6,70,1,,4,5,1,45
6,70,1,,4,5,1,5
6,70,1,1,1,4,2,0
6,70,1,1,1,4,2,200
6,70,1,1,1,4,2,30
6,70,1,1,1,4,2,80
6,70,1,1,1,4,2,80
6,70,1,1,1,4,5,70
6,70,1,1,1,5,2,100
6,70,1,1,1,5,2,100
6,70,1,1,1,5,2,120
6,70,1,1,1,5,2,70
6,70,1,1,1,5,5,15
6,70,1,1,10,,,0
6,70,1,1,11,,,0
6,70,1,1,2,2,2,5
6,70,1,1,2,4,2,300
6,70,1,1,2,4,5,400
6,70,1,1,2,5,2,14
6,70,1,1,2,5,2,80
6,70,1,1,3,4,5,0
6,70,1,1,3,5,2,0
6,70,1,1,3,5,2,30
6,70,1,1,4,1,1,200
6,70,1,1,4,2,1,30
6,70,1,1,5,4,,10
6,70,1,1,7,,,150
6,70,1,1,7,,,50
6,70,1,2,1,4,2,15
6,70,1,2,1,4,2,170
6,70,1,2,1,4,2,200
6,70,1,2,1,4,2,25
6,70,1,2,1,4,2,8
6,70,1,2,1,5,2,300
6,70,1,2,1,5,2,440
6,70,1,2,11,,,0
6,70,1,2,11,,,0
6,70,1,2,3,5,2,0
6,70,1,2,3,5,2,10
6,70,1,2,3,5,2,7
6,70,1,2,4,2,1,25
6,70,1,2,4,3,1,100
6,70,1,2,4,4,1,50
6,70,1,2,4,5,1,30
6,70,1,3,2,1,1,0
6,70,1,3,2,4,5,0
6,70,1,3,3,4,2,300
6,70,1,3,4,1,1,48
6,70,1,4,1,4,5,300
6,70,1,4,1,5,2,55
6,70,1,4,10,,,36
6,70,1,4,11,,,0
6,70,1,4,2,2,5,10
6,70,1,4,2,5,2,10
6,70,1,4,3,5,5,5
6,70,1,4,4,2,1,7
6,70,1,4,4,4,1,50
6,70,1,4,5,5,,0
6,70,1,5,11,,,0
6,70,1,5,4,1,1,5
6,70,1,5,4,4,1,5
6,70,2,,1,4,2,93
6,70,2,,11,,,20
6,70,2,1,3,5,5,100
6,70,2,1,8,,,0
6,70,2,2,2,5,2,0
6,70,2,2,3,5,2,100
6,70,2,2,8,,,0
6,70,2,3,4,1,3,8
6,70,2,3,8,,,24
6,70,2,4,3,5,2,50
6,70,2,5,5,4,,10
6,70,2,5,5,5,,0
6,70,2,5,5,5,,10
6,71,1,,1,2,4,5
6,71,1,,1,2,4,90
6,71,1,,1,3,5,50
6,71,1,,1,4,3,10
6,71,1,,1,4,4,25
6,71,1,,1,4,4,35
6,71,1,,1,4,4,5
6,71,1,,1,5,1,20
6,71,1,,1,5,3,50
6,71,1,,1,5,3,90
6,71,1,,1,5,4,35
6,71,1,,1,5,4,40
6,71,1,,1,5,4,60
6,71,1,,1,5,4,90
6,71,1,,1,5,5,100
6,71,1,,10,,,5
6,71,1,,11,,,24
6,71,1,,3,1,5,8
6,71,1,,3,3,5,12
6,71,1,,3,4,5,10
6,71,1,,3,4,5,12
6,71,1,,3,4,5,15
6,71,1,,3,4,5,18
6,71,1,,3,4,5,30
6,71,1,,3,4,5,4
6,71,1,,3,4,5,5
6,71,1,,3,4,5,5
6,71,1,,3,4,5,6
6,71,1,,3,5,5,12
6,71,1,,3,5,5,15
6,71,1,,3,5,5,15
6,71,1,,3,5,5,30
6,71,1,,3,5,5,5
6,71,1,,4,1,1,100
6,71,1,,4,1,1,42
6,71,1,,4,1,3,20
6,71,1,,4,4,1,50
6,71,1,,4,5,1,0
6,71,1,,4,5,1,20
6,71,1,,4,5,1,25
6,71,1,1,1,1,5,100
6,71,1,1,1,1,5,5
6,71,1,1,1,1,5,70
6,71,1,1,1,3,3,80
6,71,1,1,1,4,3,60
6,71,1,1,1,5,3,120
6,71,1,1,2,1,2,140
6,71,1,1,2,4,1,200
6,71,1,1,2,4,2,20
6,71,1,1,2,4,5,35
6,71,1,1,4,2,1,20
6,71,1,1,4,2,1,3
6,71,1,1,4,2,1,50
6,71,1,1,4,4,1,350
6,71,1,1,4,5,1,100
6,71,1,1,4,5,1,25
6,71,1,2,1,4,1,30
6,71,1,2,1,4,5,200
6,71,1,2,4,4,1,10
6,71,1,2,5,3,,50
6,71,1,2,5,5,,5
6,71,1,3,1,1,2,120
6,71,1,3,1,1,5,50
6,71,1,3,1,4,1,0
6,71,1,3,1,4,5,120
6,71,1,3,1,4,5,45
6,71,1,3,1,4,5,500
6,71,1,3,10,,,15
6,71,1,3,10,,,50
6,71,1,3,2,1,1,100
6,71,1,3,2,4,5,500
6,71,1,3,3,3,5,5
6,71,1,3,3,4,5,28
6,71,1,3,3,5,5,50
6,71,1,3,4,5,1,100
6,71,1,3,4,5,5,0
6,71,1,3,5,5,,85
6,71,1,3,7,,,5
6,71,1,3,9,,,180
6,71,1,4,1,3,5,20
6,71,1,4,1,3,5,50
6,71,1,4,1,4,1,100
6,71,1,4,1,4,3,60
6,71,1,4,1,4,5,120
6,71,1,4,1,5,2,280
6,71,1,4,1,5,2,70
6,71,1,4,1,5,5,150
6,71,1,4,1,5,5,200
6,71,1,4,1,5,5,30
6,71,1,4,1,5,5,60
6,71,1,4,10,,,30
6,71,1,4,2,1,1,50
6,71,1,4,2,3,3,1
6,71,1,4,2,4,5,400
6,71,1,4,2,5,3,100
6,71,1,4,2,5,5,100
6,71,1,4,3,2,5,5
6,71,1,4,3,4,5,10
6,71,1,4,3,4,5,100
6,71,1,4,3,4,5,13
6,71,1,4,3,5,5,1
6,71,1,4,3,5,5,12
6,71,1,4,3,5,5,15
6,71,1,4,4,4,1,150
6,71,1,4,7,,,20
6,71,1,5,1,4,5,170
6,71,1,5,1,4,5,200
6,71,1,5,1,4,5,28
6,71,1,5,1,4,5,50
6,71,1,5,1,5,5,25
6,71,1,5,1,5,5,36
6,71,1,5,1,5,5,50
6,71,1,5,2,5,5,150
6,71,1,5,4,2,1,90
6,71,1,5,4,4,1,0
6,71,1,5,4,4,1,50
6,71,1,6,3,4,1,8
6,71,1,6,3,4,5,12
6,71,2,,1,2,5,5
6,71,2,,1,3,5,200
6,71,2,,1,4,1,50
6,71,2,,1,4,3,15
6,71,2,,1,5,2,8
6,71,2,,1,5,5,120
6,71,2,,4,4,1,12
6,71,2,1,1,5,5,50
6,71,2,2,1,5,2,10
6,71,2,2,1,5,2,65
6,71,2,2,8,,,30
6,71,2,3,1,3,5,10
6,71,2,3,8,,,500
6,71,2,4,1,1,5,3
6,71,2,4,1,2,5,300
6,71,2,4,1,4,5,5
6,71,2,4,3,4,5,20
6,71,2,4,3,4,5,5
6,71,2,4,8,,,5
6,71,2,5,1,4,5,18
6,71,2,5,1,5,2,15
6,71,2,5,1,5,2,25
6,71,2,5,10,,,200
6,71,2,5,5,1,,250
6,72,1,,1,4,4,100
6,72,1,,1,4,4,50
6,72,1,,1,4,4,70
6,72,1,,1,4,5,100
6,72,1,,1,5,4,0
6,72,1,,1,5,4,100
6,72,1,,1,5,4,50
6,72,1,,1,5,4,50
6,72,1,,1,5,5,5
6,72,1,,1,5,5,60
6,72,1,,1,5,5,65
6,72,1,,10,,,25
6,72,1,,11,,,60
6,72,1,,2,4,2,40
6,72,1,1,1,1,1,50
6,72,1,1,1,2,2,45
6,72,1,1,1,2,5,5
6,72,1,1,1,4,2,10
6,72,1,1,1,4,2,10
6,72,1,1,1,4,2,100
6,72,1,1,1,4,2,100
6,72,1,1,1,4,2,100
6,72,1,1,1,4,2,20
6,72,1,1,1,4,2,200
6,72,1,1,1,4,2,80
6,72,1,1,1,4,4,50
6,72,1,1,1,4,5,10
6,72,1,1,1,4,5,100
6,72,1,1,1,4,5,30
6,72,1,1,1,4,5,30
6,72,1,1,1,4,5,35
6,72,1,1,1,4,5,5
6,72,1,1,1,5,2,0
6,72,1,1,1,5,2,10
6,72,1,1,1,5,2,10
6,72,1,1,1,5,2,100
6,72,1,1,1,5,2,100
6,72,1,1,1,5,2,100
6,72,1,1,1,5,2,130
6,72,1,1,1,5,2,150
6,72,1,1,1,5,2,150
6,72,1,1,1,5,2,20
6,72,1,1,1,5,2,200
6,72,1,1,1,5,2,30
6,72,1,1,1,5,2,30
6,72,1,1,1,5,2,30
6,72,1,1,1,5,2,30
6,72,1,1,1,5,2,300
6,72,1,1,1,5,2,350
6,72,1,1,1,5,2,420
6,72,1,1,1,5,2,5
6,72,1,1,1,5,2,5
6,72,1,1,1,5,2,5
6,72,1,1,1,5,2,50
6,72,1,1,1,5,2,60
6,72,1,1,1,5,2,70
6,72,1,1,1,5,2,70
6,72,1,1,1,5,2,70
6,72,1,1,1,5,2,75
6,72,1,1,1,5,2,75
6,72,1,1,1,5,2,80
6,72,1,1,1,5,2,85
6,72,1,1,1,5,2,90
6,72,1,1,1,5,5,100
6,72,1,1,1,5,5,100
6,72,1,1,1,5,5,100
6,72,1,1,1,5,5,120
6,72,1,1,1,5,5,120
6,72,1,1,1,5,5,15
6,72,1,1,1,5,5,150
6,72,1,1,1,5,5,150
6,72,1,1,1,5,5,150
6,72,1,1,1,5,5,25
6,72,1,1,1,5,5,250
6,72,1,1,1,5,5,30
6,72,1,1,1,5,5,390
6,72,1,1,1,5,5,390
6,72,1,1,1,5,5,40
6,72,1,1,1,5,5,40
6,72,1,1,1,5,5,5
6,72,1,1,1,5,5,5
6,72,1,1,1,5,5,5
6,72,1,1,1,5,5,50
6,72,1,1,1,5,5,50
6,72,1,1,1,5,5,50
6,72,1,1,1,5,5,60
6,72,1,1,1,5,5,60
6,72,1,1,1,5,5,700
6,72,1,1,1,5,5,90
6,72,1,1,1,5,5,90
6,72,1,1,10,,,10
6,72,1,1,2,3,5,150
6,72,1,1,2,4,1,300
6,72,1,1,2,4,2,200
6,72,1,1,2,4,2,4
6,72,1,1,2,4,2,5
6,72,1,1,3,3,5,200
6,72,1,1,3,5,2,100
6,72,1,1,3,5,2,300
6,72,1,1,4,1,1,30
6,72,1,1,4,2,1,50
6,72,1,1,4,5,1,100
6,72,1,1,4,5,1,150
6,72,1,1,4,5,1,20
6,72,1,1,4,5,2,10
6,72,1,1,4,5,3,60
6,72,1,1,9,,,350
6,72,1,2,1,4,2,400
6,72,1,2,1,5,2,300
6,72,1,2,1,5,2,50
6,72,1,2,2,4,2,78
6,72,1,2,4,5,1,25
6,72,1,4,1,1,5,60
6,72,1,4,10,,,25
6,72,1,5,1,2,5,10
6,72,1,5,10,,,80
6,72,1,6,4,2,1,5
6,72,2,,8,,,10
6,72,2,1,1,5,2,16
6,72,2,1,1,5,5,120
6,72,2,1,1,5,5,20
6,72,2,1,1,5,5,50
6,72,2,1,1,5,5,50
6,72,2,1,1,5,5,65
6,72,2,1,1,5,5,70
6,72,2,1,8,,,80
6,72,2,2,5,4,,0
6,73,1,,1,1,4,15
6,73,1,,1,1,4,48
6,73,1,,1,1,4,50
6,73,1,,1,1,4,55
6,73,1,,1,1,5,5
6,73,1,,1,1,5,50
6,73,1,,1,2,4,48
6,73,1,,1,3,3,80
6,73,1,,1,3,5,15
6,73,1,,1,3,5,30
6,73,1,,1,4,3,100
6,73,1,,1,4,3,5
6,73,1,,1,4,4,0
6,73,1,,1,4,4,100
6,73,1,,1,4,5,30
6,73,1,,1,5,3,30
6,73,1,,1,5,4,120
6,73,1,,1,5,4,15
6,73,1,,1,5,4,15
6,73,1,,1,5,4,20
6,73,1,,1,5,4,45
6,73,1,,1,5,4,50
6,73,1,,1,5,5,10
6,73,1,,1,5,5,360
6,73,1,,10,,,15
6,73,1,,11,,,3
6,73,1,,11,,,3
6,73,1,,11,,,5
6,73,1,,2,1,5,30
6,73,1,,2,1,5,30
6,73,1,,3,1,5,10
6,73,1,,4,1,1,200
6,73,1,,4,1,1,30
6,73,1,,4,1,1,84
6,73,1,,4,4,1,30
6,73,1,,4,5,1,10
6,73,1,,4,5,1,20
6,73,1,,4,5,1,20
6,73,1,,4,5,1,20
6,73,1,,4,5,1,5
6,73,1,,4,5,1,9
6,73,1,,5,5,,10
6,73,1,,9,,,5
6,73,1,1,1,1,2,10
6,73,1,1,1,1,5,30
6,73,1,1,1,1,5,80
6,73,1,1,1,4,2,20
6,73,1,1,1,4,5,50
6,73,1,1,1,4,5,82
6,73,1,1,1,5,2,10
6,73,1,1,1,5,2,24
6,73,1,1,1,5,3,60
6,73,1,1,1,5,4,42
6,73,1,1,3,1,5,40
6,73,1,1,4,1,1,500
6,73,1,1,4,4,1,30
6,73,1,1,5,5,,2
6,73,1,1,7,,,120
6,73,1,2,1,1,2,100
6,73,1,2,1,1,3,100
6,73,1,2,1,5,2,120
6,73,1,2,1,5,2,120
6,73,1,2,1,5,2,50
6,73,1,2,1,5,5,50
6,73,1,2,1,5,6,180
6,73,1,2,11,,,100
6,73,1,2,2,1,3,40
6,73,1,2,2,5,1,70
6,73,1,2,4,4,1,5
6,73,1,2,4,5,1,24
6,73,1,2,4,5,1,50
6,73,1,3,1,5,5,20
6,73,1,3,2,2,3,15
6,73,1,3,2,4,1,40
6,73,1,3,4,1,3,60
6,73,1,3,4,2,1,10
6,73,1,4,1,1,5,30
6,73,1,4,1,1,5,35
6,73,1,4,1,4,2,13
6,73,1,4,1,4,5,430
6,73,1,4,1,5,2,45
6,73,1,4,10,,,30
6,73,1,4,4,5,1,40
6,73,1,4,5,4,,50
6,73,1,4,7,,,10
6,73,1,4,7,,,250
6,73,1,5,1,3,3,10
6,73,1,5,1,3,3,40
6,73,1,5,1,4,2,30
6,73,1,5,1,4,5,140
6,73,1,5,1,4,5,300
6,73,1,5,1,4,5,50
6,73,1,5,1,5,2,25
6,73,1,5,1,5,2,270
6,73,1,5,1,5,2,50
6,73,1,5,1,5,5,100
6,73,1,5,1,5,5,300
6,73,1,5,1,5,5,50
6,73,1,5,1,5,5,60
6,73,1,5,10,,,60
6,73,1,5,2,1,1,10
6,73,1,5,2,4,5,300
6,73,1,5,2,5,2,70
6,73,1,5,4,5,1,50
6,73,1,5,5,4,,3.6
6,73,1,5,5,4,,45
6,73,1,5,7,,,10
6,73,1,6,1,1,5,20
6,73,1,6,1,5,3,75
6,73,1,6,1,5,4,5
6,73,1,6,10,,,65
6,73,1,6,7,,,300
6,73,1,6,7,,,60
6,73,1,6,7,,,80
6,73,2,,1,4,5,60
6,73,2,,4,2,1,4
6,73,2,,8,,,10
6,73,2,,8,,,18
6,73,2,,8,,,25
6,73,2,,8,,,30
6,73,2,,8,,,30
6,73,2,,8,,,48
6,73,2,1,5,5,,200
6,73,2,1,7,,,200
6,73,2,2,1,4,5,380
6,73,2,2,1,5,5,95
6,73,2,2,4,5,1,50
6,73,2,3,10,,,24
6,73,2,3,4,4,1,10
6,73,2,4,1,4,5,40
6,73,2,4,1,5,4,12
6,73,2,4,5,5,,80
6,73,2,4,7,,,40
6,73,2,4,8,,,24
6,73,2,4,8,,,25
6,73,2,5,1,3,5,5
6,73,2,5,1,4,2,0
6,73,2,5,1,4,5,100
6,73,2,5,1,5,2,15
6,73,2,5,1,5,5,12
6,73,2,5,1,5,5,700
6,73,2,5,2,4,2,10
6,73,2,5,3,4,2,70
6,73,2,5,5,4,,270
6,73,2,5,5,5,,30
